ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z
1708,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,8,1,12.95,7.4,0.7
1709,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,9,1,12.95,7.4,2.5
1710,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,10,2,12.05,3.8,-1.1
1711,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,11,2,12.05,3.8,0.7
1712,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,12,2,12.05,3.8,2.5
1713,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,13,2,12.05,5.6,-1.1
1714,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,14,2,12.05,5.6,0.7
1715,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,15,2,12.05,5.6,2.5
1716,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,16,2,12.05,7.4,-1.1
1717,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,17,2,12.05,7.4,0.7
1718,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,18,2,12.05,7.4,2.5
1719,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,19,3,12.5,3.55,-1.1
1720,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,20,3,12.5,3.55,0.7
1721,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,21,3,12.5,3.55,2.5
1722,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,22,4,12.5,3.8,2.8
1723,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,23,4,12.5,5.6,2.8
1724,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,24,4,12.5,7.4,2.8
1725,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,25,5,12.5,7.65,-1.1
1726,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,26,5,12.5,7.65,0.7
1727,22.4,0.3654,2.2,4.2,0.8,1,0.6,511.7,332.2,11,4,4,0.8,27,Subcooled,37.9,-1,152,27,5,12.5,7.65,2.5
1728,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,1,1,10.85,0.2,-0.8
1729,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,2,1,10.85,0.2,2
1730,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,3,1,10.85,0.2,4.8
1731,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,4,1,10.85,3,-0.8
1732,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,5,1,10.85,3,2
1733,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,6,1,10.85,3,4.8
1734,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,7,1,10.85,5.8,-0.8
1735,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,8,1,10.85,5.8,2
1736,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,9,1,10.85,5.8,4.8
1737,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,10,2,8.35,0.2,-0.8
1738,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,11,2,8.35,0.2,2
1739,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,12,2,8.35,0.2,4.8
1740,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,13,2,8.35,3,-0.8
1741,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,14,2,8.35,3,2
1742,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,15,2,8.35,3,4.8
1743,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,16,2,8.35,5.8,-0.8
1744,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,17,2,8.35,5.8,2
1745,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,18,2,8.35,5.8,4.8
1746,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,19,3,9.6,-0.05,-0.8
1747,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,20,3,9.6,-0.05,2
1748,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,21,3,9.6,-0.05,4.8
1749,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,22,4,9.6,0.2,5.1
1750,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,23,4,9.6,3,5.1
1751,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,24,4,9.6,5.8,5.1
1752,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,25,5,9.6,6.05,-0.8
1753,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,26,5,9.6,6.05,2
1754,7.3,0.3635,0.8,3.4,2.4,0.2,1.6,441.5,419.5,8,6,6,2.4,20,Superheated,37.9,-1,152,27,5,9.6,6.05,4.8
1755,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,1,1,8.15,-3.9,-0.3
1756,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,2,1,8.15,-3.9,4
1757,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,3,1,8.15,-3.9,8.3
1758,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,4,1,8.15,1.4,-0.3
1759,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,5,1,8.15,1.4,4
1760,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,6,1,8.15,1.4,8.3
1761,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,7,1,8.15,6.7,-0.3
1762,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,8,1,8.15,6.7,4
1763,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,9,1,8.15,6.7,8.3
1764,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,10,2,5.45,-3.9,-0.3
1765,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,11,2,5.45,-3.9,4
1766,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,12,2,5.45,-3.9,8.3
1767,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,13,2,5.45,1.4,-0.3
1768,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,14,2,5.45,1.4,4
1769,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,15,2,5.45,1.4,8.3
1770,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,16,2,5.45,6.7,-0.3
1771,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,17,2,5.45,6.7,4
1772,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,18,2,5.45,6.7,8.3
1773,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,19,3,6.8,-4.15,-0.3
1774,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,20,3,6.8,-4.15,4
1775,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,21,3,6.8,-4.15,8.3
1776,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,22,4,6.8,-3.9,8.6
1777,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,23,4,6.8,1.4,8.6
1778,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,24,4,6.8,6.7,8.6
1779,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,25,5,6.8,6.95,-0.3
1780,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,26,5,6.8,6.95,4
1781,35.2,0.6526141,1,4,0.4,0.4,0.2,475.3,424.4,5,11,9,2.6,16,Superheated,37.9,-1,152,27,5,6.8,6.95,8.3
1782,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,1,1,13.05,0.7,-1.8
1783,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,2,1,13.05,0.7,3
1784,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,3,1,13.05,0.7,7.8
1785,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,4,1,13.05,3,-1.8
1786,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,5,1,13.05,3,3
1787,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,6,1,13.05,3,7.8
1788,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,7,1,13.05,5.3,-1.8
1789,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,8,1,13.05,5.3,3
1790,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,9,1,13.05,5.3,7.8
1791,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,10,2,10.35,0.7,-1.8
1792,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,11,2,10.35,0.7,3
1793,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,12,2,10.35,0.7,7.8
1794,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,13,2,10.35,3,-1.8
1795,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,14,2,10.35,3,3
1796,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,15,2,10.35,3,7.8
1797,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,16,2,10.35,5.3,-1.8
1798,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,17,2,10.35,5.3,3
1799,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,18,2,10.35,5.3,7.8
1800,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,19,3,11.7,0.45,-1.8
1801,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,20,3,11.7,0.45,3
1802,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,21,3,11.7,0.45,7.8
1803,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,22,4,11.7,0.7,8.1
1804,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,23,4,11.7,3,8.1
1805,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,24,4,11.7,5.3,8.1
1806,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,25,5,11.7,5.55,-1.8
1807,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,26,5,11.7,5.55,3
1808,7.3,0.8824718,2.8,7.4,2,1.8,0.4,425.1,309,9,5,10,2.6,18,Superheated,42.5,-42,96.7,27,5,11.7,5.55,7.8
1809,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,1,1,9.35,-0.7,-1.1
1810,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,2,1,9.35,-0.7,4.2
1811,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,3,1,9.35,-0.7,9.5
1812,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,4,1,9.35,2.6,-1.1
1813,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,5,1,9.35,2.6,4.2
1814,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,6,1,9.35,2.6,9.5
1815,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,7,1,9.35,5.9,-1.1
1816,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,8,1,9.35,5.9,4.2
1817,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,9,1,9.35,5.9,9.5
1818,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,10,2,6.65,-0.7,-1.1
1819,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,11,2,6.65,-0.7,4.2
1820,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,12,2,6.65,-0.7,9.5
1821,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,13,2,6.65,2.6,-1.1
1822,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,14,2,6.65,2.6,4.2
1823,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,15,2,6.65,2.6,9.5
1824,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,16,2,6.65,5.9,-1.1
1825,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,17,2,6.65,5.9,4.2
1826,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,18,2,6.65,5.9,9.5
1827,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,19,3,8,-0.95,-1.1
1828,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,20,3,8,-0.95,4.2
1829,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,21,3,8,-0.95,9.5
1830,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,22,4,8,-0.7,9.8
1831,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,23,4,8,2.6,9.8
1832,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,24,4,8,5.9,9.8
1833,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,25,5,8,6.15,-1.1
1834,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,26,5,8,6.15,4.2
1835,14.4,0.6840715,1.4,2.8,2,1,0.6,304.4,285.3,6,7,11,2.6,23,Subcooled,37.9,-1,152,27,5,8,6.15,9.5
1836,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,1,1,15.55,3.7,-1.7
1837,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,2,1,15.55,3.7,3.1
1838,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,3,1,15.55,3.7,7.9
1839,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,4,1,15.55,7,-1.7
1840,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,5,1,15.55,7,3.1
1841,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,6,1,15.55,7,7.9
1842,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,7,1,15.55,10.3,-1.7
1843,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,8,1,15.55,10.3,3.1
1844,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,9,1,15.55,10.3,7.9
1845,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,10,2,13.25,3.7,-1.7
1846,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,11,2,13.25,3.7,3.1
1847,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,12,2,13.25,3.7,7.9
1848,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,13,2,13.25,7,-1.7
1849,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,14,2,13.25,7,3.1
1850,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,15,2,13.25,7,7.9
1851,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,16,2,13.25,10.3,-1.7
1852,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,17,2,13.25,10.3,3.1
1853,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,18,2,13.25,10.3,7.9
1854,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,19,3,14.4,3.45,-1.7
1855,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,20,3,14.4,3.45,3.1
1856,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,21,3,14.4,3.45,7.9
1857,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,22,4,14.4,3.7,8.2
1858,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,23,4,14.4,7,8.2
1859,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,24,4,14.4,10.3,8.2
1860,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,25,5,14.4,10.55,-1.7
1861,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,26,5,14.4,10.55,3.1
1862,23.3,0.8773292,2.6,8.6,1.2,1.8,0.2,344.1,358.1,12,7,10,2.2,30,Superheated,42.5,-42,96.7,27,5,14.4,10.55,7.9
1863,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,1,1,8.75,-4.6,-0.8
1864,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,2,1,8.75,-4.6,6.5
1865,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,3,1,8.75,-4.6,13.8
1866,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,4,1,8.75,1.2,-0.8
1867,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,5,1,8.75,1.2,6.5
1868,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,6,1,8.75,1.2,13.8
1869,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,7,1,8.75,7,-0.8
1870,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,8,1,8.75,7,6.5
1871,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,9,1,8.75,7,13.8
1872,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,10,2,7.05,-4.6,-0.8
1873,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,11,2,7.05,-4.6,6.5
1874,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,12,2,7.05,-4.6,13.8
1875,32.6,0.4359476,2.2,1.4,2.8,0.2,1.6,312.8,325.5,6,12,15,1.6,12,Subcooled,42.5,-42,96.7,13,2,7.05,1.2,-0.8
