ID,Tank Failure Pressure (bar),Liquid Ratio (%),Tank Width (m),Tank Length (m),Tank Height (m),BLEVE Height (m),Vapour Height (m),Vapour Temperature (K),Liquid Temperature (K),Obstacle Distance to BLEVE (m),Obstacle Width (m),Obstacle Height (m),Obstacle Thickness (m),Obstacle Angle,Status,Liquid Critical Pressure (bar),Liquid Boiling Temperature (K),Liquid Critical Temperature (K),Sensor ID,Sensor Position Side,Sensor Position x,Sensor Position y,Sensor Position z,Target Pressure (bar)
9211,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,5,1,7.55,0,2.2,0.2430865
9212,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,6,1,7.55,0,6,0.17719451
9213,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,7,1,7.55,2.8,-1.6,0.14866084
9214,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,8,1,7.55,2.8,2.2,0.12940855
9215,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,9,1,7.55,2.8,6,0.18103729
9216,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,10,2,6.65,-2.8,-1.6,2.208432
9217,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,11,2,6.65,-2.8,2.2,0.92287749
9218,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,12,2,6.65,-2.8,6,0.93012345
9219,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,13,2,6.65,0,-1.6,3.0409713
9220,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,14,2,6.65,0,2.2,1.3081023
9221,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,15,2,6.65,0,6,1.0952039
9222,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,16,2,6.65,2.8,-1.6,2.1373487
9223,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,17,2,6.65,2.8,2.2,0.89421695
9224,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,18,2,6.65,2.8,6,0.91714799
9225,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,19,3,7.1,-3.05,-1.6,0.56075633
9226,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,20,3,7.1,-3.05,2.2,0.37615374
9227,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,21,3,7.1,-3.05,6,0.34038416
9228,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,22,4,7.1,-2.8,6.3,0.30090612
9229,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,23,4,7.1,0,6.3,0.27404991
9230,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,24,4,7.1,2.8,6.3,0.29705346
9231,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,25,5,7.1,3.05,-1.6,0.5306707
9232,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,26,5,7.1,3.05,2.2,0.36931953
9233,37.3,0.5910812,1.4,4.6,2,1.4,0.8,323,290.4,6,6,8,0.8,0,Subcooled,42.5,-42,96.7,27,5,7.1,3.05,6,0.32851857
9234,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,1,1,9.95,-2.1,-1.3,0.3239142
9235,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,2,1,9.95,-2.1,2.5,0.35571316
9236,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,3,1,9.95,-2.1,6.3,0.35123342
9237,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,4,1,9.95,1.2,-1.3,0.32454324
9238,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,5,1,9.95,1.2,2.5,0.32588887
9239,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,6,1,9.95,1.2,6.3,0.30733365
9240,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,7,1,9.95,4.5,-1.3,0.15495378
9241,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,8,1,9.95,4.5,2.5,0.16154194
9242,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,9,1,9.95,4.5,6.3,0.25556761
9243,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,10,2,7.85,-2.1,-1.3,5.5540133
9244,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,11,2,7.85,-2.1,2.5,3.6187105
9245,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,12,2,7.85,-2.1,6.3,2.2851043
9246,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,13,2,7.85,1.2,-1.3,5.3809285
9247,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,14,2,7.85,1.2,2.5,3.4016738
9248,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,15,2,7.85,1.2,6.3,2.0579283
9249,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,16,2,7.85,4.5,-1.3,2.8481872
9250,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,17,2,7.85,4.5,2.5,1.8158324
9251,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,18,2,7.85,4.5,6.3,1.3498709
9252,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,19,3,8.9,-2.35,-1.3,1.8580014
9253,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,20,3,8.9,-2.35,2.5,1.6292906
9254,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,21,3,8.9,-2.35,6.3,0.95413023
9255,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,22,4,8.9,-2.1,6.6,0.6125108
9256,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,23,4,8.9,1.2,6.6,0.4417595
9257,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,24,4,8.9,4.5,6.6,0.43215892
9258,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,25,5,8.9,4.75,-1.3,0.64435846
9259,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,26,5,8.9,4.75,2.5,0.58704299
9260,34.1,0.1307335,1.8,7.6,1.6,0.8,1.4,368.2,317.5,7,7,8,2,10,Subcooled,42.5,-42,96.7,27,5,8.9,4.75,6.3,0.40535262
9261,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,1,1,15.85,-0.5,-2.3,0.24062319
9262,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,2,1,15.85,-0.5,-1,0.24216816
9263,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,3,1,15.85,-0.5,0.3,0.35152507
9264,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,4,1,15.85,2.8,-2.3,0.44865227
9265,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,5,1,15.85,2.8,-1,0.33456761
9266,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,6,1,15.85,2.8,0.3,0.17074561
9267,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,7,1,15.85,6.1,-2.3,0.23878351
9268,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,8,1,15.85,6.1,-1,0.19473599
9269,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,9,1,15.85,6.1,0.3,0.26665822
9270,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,10,2,13.35,-0.5,-2.3,2.6624506
9271,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,11,2,13.35,-0.5,-1,2.6302915
9272,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,12,2,13.35,-0.5,0.3,2.4438183
9273,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,13,2,13.35,2.8,-2.3,2.2851872
9274,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,14,2,13.35,2.8,-1,2.2572677
9275,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,15,2,13.35,2.8,0.3,2.0513449
9276,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,16,2,13.35,6.1,-2.3,1.5450355
9277,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,17,2,13.35,6.1,-1,1.5294322
9278,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,18,2,13.35,6.1,0.3,1.4016037
9279,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,19,3,14.6,-0.75,-2.3,1.117884
9280,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,20,3,14.6,-0.75,-1,1.1127126
9281,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,21,3,14.6,-0.75,0.3,1.0214369
9282,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,22,4,14.6,-0.5,0.6,0.87527251
9283,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,23,4,14.6,2.8,0.6,0.64779502
9284,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,24,4,14.6,6.1,0.6,0.51669157
9285,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,25,5,14.6,6.35,-2.3,0.44218913
9286,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,26,5,14.6,6.35,-1,0.44047019
9287,13.8,0.2789721,2.8,10,2.4,1.6,1.8,325.1,413.9,12,7,3,2.4,13,Superheated,37.9,-1,152,27,5,14.6,6.35,0.3,0.4973993
9288,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,1,1,21.55,-2.9,-2.1,0.093086742
9289,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,2,1,21.55,-2.9,-0.8,0.093039244
9290,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,3,1,21.55,-2.9,0.5,0.13939445
9291,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,4,1,21.55,4.4,-2.1,0.050524898
9292,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,5,1,21.55,4.4,-0.8,0.039480556
9293,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,6,1,21.55,4.4,0.5,0.048922446
9294,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,7,1,21.55,11.7,-2.1,0.038218893
9295,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,8,1,21.55,11.7,-0.8,0.047602389
9296,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,9,1,21.55,11.7,0.5,0.060709964
9297,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,10,2,19.65,-2.9,-2.1,0.40160015
9298,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,11,2,19.65,-2.9,-0.8,0.40099305
9299,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,12,2,19.65,-2.9,0.5,0.3641153
9300,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,13,2,19.65,4.4,-2.1,0.29708382
9301,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,14,2,19.65,4.4,-0.8,0.29585794
9302,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,15,2,19.65,4.4,0.5,0.26003841
9303,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,16,2,19.65,11.7,-2.1,0.32163256
9304,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,17,2,19.65,11.7,-0.8,0.31621695
9305,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,18,2,19.65,11.7,0.5,0.24054553
9306,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,19,3,20.6,-3.15,-2.1,0.27243236
9307,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,20,3,20.6,-3.15,-0.8,0.2721262
9308,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,21,3,20.6,-3.15,0.5,0.25706947
9309,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,22,4,20.6,-2.9,0.8,0.2217931
9310,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,23,4,20.6,4.4,0.8,0.13427767
9311,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,24,4,20.6,11.7,0.8,0.12666795
9312,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,25,5,20.6,11.95,-2.1,0.094945811
9313,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,26,5,20.6,11.95,-0.8,0.091399558
9314,15.2,0.3119864,1.4,2.6,1.2,1.8,1,406.2,319.5,19,15,3,1.8,13,Superheated,42.5,-42,96.7,27,5,20.6,11.95,0.5,0.10501463
9315,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,1,1,8.65,-1.6,-2.2,0.16926965
9316,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,2,1,8.65,-1.6,3.6,0.11010058
9317,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,3,1,8.65,-1.6,9.4,0.098318495
9318,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,4,1,8.65,2.2,-2.2,0.081726491
9319,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,5,1,8.65,2.2,3.6,0.051442843
9320,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,6,1,8.65,2.2,9.4,0.039288145
9321,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,7,1,8.65,6,-2.2,0.063155793
9322,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,8,1,8.65,6,3.6,0.035684224
9323,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,9,1,8.65,6,9.4,0.038628567
9324,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,10,2,7.15,-1.6,-2.2,1.4824114
9325,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,11,2,7.15,-1.6,3.6,0.64706326
9326,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,12,2,7.15,-1.6,9.4,0.39551836
9327,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,13,2,7.15,2.2,-2.2,1.3489491
9328,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,14,2,7.15,2.2,3.6,0.5963794
9329,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,15,2,7.15,2.2,9.4,0.36925048
9330,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,16,2,7.15,6,-2.2,0.69798547
9331,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,17,2,7.15,6,3.6,0.31248474
9332,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,18,2,7.15,6,9.4,0.21416746
9333,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,19,3,7.9,-1.85,-2.2,0.70397758
9334,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,20,3,7.9,-1.85,3.6,0.35230979
9335,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,21,3,7.9,-1.85,9.4,0.24712731
9336,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,22,4,7.9,-1.6,9.7,0.16535887
9337,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,23,4,7.9,2.2,9.7,0.11244112
9338,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,24,4,7.9,6,9.7,0.095569104
9339,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,25,5,7.9,6.25,-2.2,0.21811984
9340,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,26,5,7.9,6.25,3.6,0.11217904
9341,21.5,0.6955436,0.4,7.6,2.6,2,0.8,491.4,351.1,7,8,12,1.4,18,Subcooled,37.9,-1,152,27,5,7.9,6.25,9.4,0.090470701
9342,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,1,1,20.75,0.3,-1.8,0.14758937
9343,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,2,1,20.75,0.3,3,0.15006083
9344,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,3,1,20.75,0.3,7.8,0.18929844
9345,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,4,1,20.75,1.6,-1.8,0.21256439
9346,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,5,1,20.75,1.6,3,0.21509883
9347,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,6,1,20.75,1.6,7.8,0.22524375
9348,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,7,1,20.75,2.9,-1.8,0.14118198
9349,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,8,1,20.75,2.9,3,0.14351122
9350,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,9,1,20.75,2.9,7.8,0.19145106
9351,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,10,2,19.25,0.3,-1.8,0.97567576
9352,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,11,2,19.25,0.3,3,0.94730735
9353,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,12,2,19.25,0.3,7.8,0.85367799
9354,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,13,2,19.25,1.6,-1.8,1.0942794
9355,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,14,2,19.25,1.6,3,1.0653962
9356,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,15,2,19.25,1.6,7.8,0.96212298
9357,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,16,2,19.25,2.9,-1.8,0.97524649
9358,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,17,2,19.25,2.9,3,0.95470983
9359,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,18,2,19.25,2.9,7.8,0.87516147
9360,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,19,3,20,0.05,-1.8,0.53921252
9361,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,20,3,20,0.05,3,0.53186905
9362,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,21,3,20,0.05,7.8,0.47895882
9363,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,22,4,20,0.3,8.1,0.37462536
9364,33.7,0.510511,2.6,7.4,1.4,1.6,0.8,325.1,364.8,18,3,10,1.4,5,Superheated,42.5,-42,96.7,23,4,20,1.6,8.1,0.33006477
